,sid,opt1_exp_rank,opt2_exp_rank,treatment,gender,grade,rxntime,choice_LR,option1,option2,opt1_imp_rank,opt2_imp_rank,chosen_opt,icr_half,icr_full,tv_half,tv_full,ice_half,ice_full,age_group,high_opt,low_opt,high_low_choice,max-amount-ind,min-amount-ind,max-prob-ind,max-prob-max-amount,min-prob-ind,min-prob-min-amount,all_risk,max_self_ind,max_self_max_other,max_self_min_other,min_self_ind,min_self_max_other,min_self_min_other,max_other_ind,max_other_max_self,min_other_ind,min_other_min_self,max_social_ind,max_social_max_self,max_social_max_other,min_social_ind,min_social_max_self,min_social_max_other,all_social,order
36,88101,3,7,Risk,1,5,1.492524506,1,4,7,1,7,1,0.0,0,0.0,0,0.0,0,4&5,4,7,1,11.0,20.0,19.0,20.0,10.0,11.0,10.0,,,,,,,,,,,,,,,,,,
37,88101,4,6,Risk,1,5,2.407313158,0,1,5,5,4,0,0.5,1,2.0,4,0.5,1,4&5,1,5,0,11.0,20.0,19.0,20.0,10.0,11.0,10.0,,,,,,,,,,,,,,,,,,
38,88101,4,5,Risk,1,5,1.534210522,0,5,6,5,5,0,0.0,0,1.0,2,0.5,1,4&5,5,6,0,11.0,20.0,19.0,20.0,10.0,11.0,10.0,,,,,,,,,,,,,,,,,,
39,88101,4,7,Risk,1,5,1.392962739,1,5,7,5,7,1,0.0,0,0.0,0,0.0,0,4&5,5,7,1,11.0,20.0,19.0,20.0,10.0,11.0,10.0,,,,,,,,,,,,,,,,,,
40,88101,5,6,Risk,1,5,8.896031398,1,1,6,5,4,1,0.0,0,1.5,3,1.0,1,4&5,1,6,1,11.0,20.0,19.0,20.0,10.0,11.0,10.0,,,,,,,,,,,,,,,,,,
41,88101,5,7,Risk,1,5,1.631792233,1,6,7,5,7,1,0.0,0,0.0,0,0.0,0,4&5,6,7,1,11.0,20.0,19.0,20.0,10.0,11.0,10.0,,,,,,,,,,,,,,,,,,
42,88101,4,5,Social,1,5,4.673193349,1,1,5,3,5,1,0.0,0,1.0,2,0.0,0,4&5,1,5,1,,,,,,,,8.0,7.0,7.0,19.0,18.0,18.0,18.0,16.0,9.0,9.0,10.0,8.0,12.0,15.0,13.0,17.0,7.0,0.774193548387
43,88101,4,6,Social,1,5,13.84020066,0,1,6,3,6,0,0.5,1,1.5,3,0.5,1,4&5,1,6,0,,,,,,,,8.0,7.0,7.0,19.0,18.0,18.0,18.0,16.0,9.0,9.0,10.0,8.0,12.0,15.0,13.0,17.0,7.0,0.774193548387
44,88101,4,6,Social,1,5,3.700027521,1,1,7,3,7,1,0.0,0,0.0,0,0.0,0,4&5,1,7,1,,,,,,,,8.0,7.0,7.0,19.0,18.0,18.0,18.0,16.0,9.0,9.0,10.0,8.0,12.0,15.0,13.0,17.0,7.0,0.774193548387
45,88101,2,4,Social,1,5,5.441686928,0,1,2,4,3,0,0.5,1,1.5,3,0.5,1,4&5,1,2,0,,,,,,,,8.0,7.0,7.0,19.0,18.0,18.0,18.0,16.0,9.0,9.0,10.0,8.0,12.0,15.0,13.0,17.0,7.0,0.774193548387
46,88101,2,3,Social,1,5,4.767838879,2,2,4,4,2,2,0.0,0,0.5,1,1.0,1,4&5,2,4,2,,,,,,,,8.0,7.0,7.0,19.0,18.0,18.0,18.0,16.0,9.0,9.0,10.0,8.0,12.0,15.0,13.0,17.0,7.0,0.774193548387
47,88101,2,5,Social,1,5,5.963685491,0,2,5,4,5,0,0.5,1,0.5,1,0.5,1,4&5,2,5,0,,,,,,,,8.0,7.0,7.0,19.0,18.0,18.0,18.0,16.0,9.0,9.0,10.0,8.0,12.0,15.0,13.0,17.0,7.0,0.774193548387
48,88101,2,6,Social,1,5,4.22066996,1,2,6,4,6,1,0.0,0,0.5,1,0.0,0,4&5,2,6,1,,,,,,,,8.0,7.0,7.0,19.0,18.0,18.0,18.0,16.0,9.0,9.0,10.0,8.0,12.0,15.0,13.0,17.0,7.0,0.774193548387
49,88101,2,6,Social,1,5,2.616948366,1,2,7,4,7,1,0.0,0,0.0,0,0.0,0,4&5,2,7,1,,,,,,,,8.0,7.0,7.0,19.0,18.0,18.0,18.0,16.0,9.0,9.0,10.0,8.0,12.0,15.0,13.0,17.0,7.0,0.774193548387
50,88101,1,4,Social,1,5,1.41643566,2,1,3,1,3,2,0.0,0,0.0,0,0.0,0,4&5,1,3,2,,,,,,,,8.0,7.0,7.0,19.0,18.0,18.0,18.0,16.0,9.0,9.0,10.0,8.0,12.0,15.0,13.0,17.0,7.0,0.774193548387
51,88101,1,2,Social,1,5,8.800392137,2,2,3,1,4,2,0.0,0,0.0,0,0.0,0,4&5,2,3,2,,,,,,,,8.0,7.0,7.0,19.0,18.0,18.0,18.0,16.0,9.0,9.0,10.0,8.0,12.0,15.0,13.0,17.0,7.0,0.774193548387
52,88101,1,3,Social,1,5,6.877876423,1,3,4,1,2,1,0.0,0,0.0,0,0.0,0,4&5,3,4,1,,,,,,,,8.0,7.0,7.0,19.0,18.0,18.0,18.0,16.0,9.0,9.0,10.0,8.0,12.0,15.0,13.0,17.0,7.0,0.774193548387
53,88101,1,5,Social,1,5,2.087729295,1,3,5,1,5,1,0.0,0,0.0,0,0.0,0,4&5,3,5,1,,,,,,,,8.0,7.0,7.0,19.0,18.0,18.0,18.0,16.0,9.0,9.0,10.0,8.0,12.0,15.0,13.0,17.0,7.0,0.774193548387
54,88101,1,6,Social,1,5,2.700350598,1,3,6,1,6,1,0.0,0,0.0,0,0.0,0,4&5,3,6,1,,,,,,,,8.0,7.0,7.0,19.0,18.0,18.0,18.0,16.0,9.0,9.0,10.0,8.0,12.0,15.0,13.0,17.0,7.0,0.774193548387
55,88101,1,6,Social,1,5,3.515156402,1,3,7,1,7,1,0.0,0,0.0,0,0.0,0,4&5,3,7,1,,,,,,,,8.0,7.0,7.0,19.0,18.0,18.0,18.0,16.0,9.0,9.0,10.0,8.0,12.0,15.0,13.0,17.0,7.0,0.774193548387
56,88101,3,4,Social,1,5,3.988826217,0,1,4,2,3,0,0.5,1,1.0,2,0.5,1,4&5,1,4,0,,,,,,,,8.0,7.0,7.0,19.0,18.0,18.0,18.0,16.0,9.0,9.0,10.0,8.0,12.0,15.0,13.0,17.0,7.0,0.774193548387
57,88101,3,5,Social,1,5,2.06423928,1,4,5,2,5,1,0.0,0,0.0,0,0.0,0,4&5,4,5,1,,,,,,,,8.0,7.0,7.0,19.0,18.0,18.0,18.0,16.0,9.0,9.0,10.0,8.0,12.0,15.0,13.0,17.0,7.0,0.774193548387
58,88101,3,6,Social,1,5,1.60618313,1,4,6,2,6,1,0.0,0,0.5,1,0.0,0,4&5,4,6,1,,,,,,,,8.0,7.0,7.0,19.0,18.0,18.0,18.0,16.0,9.0,9.0,10.0,8.0,12.0,15.0,13.0,17.0,7.0,0.774193548387
59,88101,3,6,Social,1,5,1.718718679,1,4,7,2,7,1,0.0,0,0.0,0,0.0,0,4&5,4,7,1,,,,,,,,8.0,7.0,7.0,19.0,18.0,18.0,18.0,16.0,9.0,9.0,10.0,8.0,12.0,15.0,13.0,17.0,7.0,0.774193548387
60,88101,5,6,Social,1,5,3.986323655,1,5,6,5,6,1,0.0,0,0.5,1,0.0,0,4&5,5,6,1,,,,,,,,8.0,7.0,7.0,19.0,18.0,18.0,18.0,16.0,9.0,9.0,10.0,8.0,12.0,15.0,13.0,17.0,7.0,0.774193548387
61,88101,5,6,Social,1,5,3.127262036,1,5,7,5,7,1,0.0,0,0.0,0,0.0,0,4&5,5,7,1,,,,,,,,8.0,7.0,7.0,19.0,18.0,18.0,18.0,16.0,9.0,9.0,10.0,8.0,12.0,15.0,13.0,17.0,7.0,0.774193548387
62,88101,6,6,Social,1,5,7.315835717,1,6,7,6,7,1,0.0,0,0.0,0,0.5,1,4&5,6,7,1,,,,,,,,8.0,7.0,7.0,19.0,18.0,18.0,18.0,16.0,9.0,9.0,10.0,8.0,12.0,15.0,13.0,17.0,7.0,0.774193548387
63,88102,3,4,Goods,1,5,2.336781004,0,1,3,4,3,0,0.5,1,0.5,1,0.5,1,4&5,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
64,88102,3,6,Goods,1,5,1.424839644,1,1,4,4,7,1,0.0,0,0.0,0,0.0,0,4&5,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,
65,88102,3,6,Goods,1,5,1.39957983,1,1,6,4,6,1,0.0,0,0.0,0,0.0,0,4&5,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,
66,88102,3,5,Goods,1,5,2.595765472,1,1,7,4,5,1,0.0,0,0.0,0,0.0,0,4&5,1,7,1,,,,,,,,,,,,,,,,,,,,,,,,,
67,88102,2,3,Goods,1,5,1.38525904,2,1,2,2,4,2,0.0,0,0.5,1,0.0,0,4&5,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
68,88102,2,4,Goods,1,5,1.420215145,0,2,3,2,3,0,0.5,1,1.0,2,0.5,1,4&5,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
69,88102,2,6,Goods,1,5,1.358256206,1,2,4,2,7,1,0.0,0,0.0,0,0.0,0,4&5,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,
70,88102,2,6,Goods,1,5,1.614036118,1,2,6,2,6,1,0.0,0,0.0,0,0.0,0,4&5,2,6,1,,,,,,,,,,,,,,,,,,,,,,,,,
71,88102,2,5,Goods,1,5,1.399089801,1,2,7,2,5,1,0.0,0,0.0,0,0.0,0,4&5,2,7,1,,,,,,,,,,,,,,,,,,,,,,,,,
72,88102,4,6,Goods,1,5,1.693443479,1,3,4,3,7,1,0.0,0,0.0,0,0.0,0,4&5,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,
73,88102,4,6,Goods,1,5,1.517023637,1,3,6,3,6,1,0.0,0,0.0,0,0.0,0,4&5,3,6,1,,,,,,,,,,,,,,,,,,,,,,,,,
74,88102,4,5,Goods,1,5,1.369868165,1,3,7,3,5,1,0.0,0,0.0,0,0.0,0,4&5,3,7,1,,,,,,,,,,,,,,,,,,,,,,,,,
75,88102,6,6,Goods,1,5,1.46201968,2,4,6,7,6,2,0.0,0,0.0,0,0.5,1,4&5,4,6,2,,,,,,,,,,,,,,,,,,,,,,,,,
76,88102,1,3,Goods,1,5,1.469248165,2,1,5,1,4,2,0.0,0,0.0,0,0.0,0,4&5,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,
77,88102,1,2,Goods,1,5,3.666409307,0,2,5,1,2,0,0.5,1,0.5,1,0.5,1,4&5,2,5,0,,,,,,,,,,,,,,,,,,,,,,,,,
78,88102,1,4,Goods,1,5,3.627681124,2,3,5,1,3,2,0.0,0,0.5,1,0.0,0,4&5,3,5,2,,,,,,,,,,,,,,,,,,,,,,,,,
79,88102,1,6,Goods,1,5,2.041723623,2,4,5,1,7,2,0.0,0,0.0,0,0.0,0,4&5,4,5,2,,,,,,,,,,,,,,,,,,,,,,,,,
80,88102,1,6,Goods,1,5,1.344802652,1,5,6,1,6,1,0.0,0,0.0,0,0.0,0,4&5,5,6,1,,,,,,,,,,,,,,,,,,,,,,,,,
81,88102,1,5,Goods,1,5,1.448239061,1,5,7,1,5,1,0.0,0,0.0,0,0.0,0,4&5,5,7,1,,,,,,,,,,,,,,,,,,,,,,,,,
82,88102,5,6,Goods,1,5,1.44239234,2,4,7,5,7,2,0.0,0,0.0,0,0.0,0,4&5,4,7,2,,,,,,,,,,,,,,,,,,,,,,,,,
83,88102,5,6,Goods,1,5,2.021973207,2,6,7,5,6,2,0.0,0,0.0,0,0.0,0,4&5,6,7,2,,,,,,,,,,,,,,,,,,,,,,,,,
84,88102,6,7,Risk,1,5,3.257016378,1,1,7,2,7,1,0.0,0,0.0,0,0.0,0,4&5,1,7,1,4.0,17.0,17.0,16.0,5.0,5.0,4.0,,,,,,,,,,,,,,,,,,
85,88102,3,6,Risk,1,5,1.46378549,2,1,2,2,2,2,0.5,1,2.0,2,0.0,0,4&5,1,2,2,4.0,17.0,17.0,16.0,5.0,5.0,4.0,,,,,,,,,,,,,,,,,,
86,88102,3,4,Risk,1,5,12.1009555,1,2,5,2,5,1,0.0,0,0.0,0,0.0,0,4&5,2,5,1,4.0,17.0,17.0,16.0,5.0,5.0,4.0,,,,,,,,,,,,,,,,,,
87,88102,3,5,Risk,1,5,1.602125583,1,2,6,2,6,1,0.0,0,0.0,0,0.0,0,4&5,2,6,1,4.0,17.0,17.0,16.0,5.0,5.0,4.0,,,,,,,,,,,,,,,,,,
88,88102,3,7,Risk,1,5,1.461025948,1,2,7,2,7,1,0.0,0,0.0,0,0.0,0,4&5,2,7,1,4.0,17.0,17.0,16.0,5.0,5.0,4.0,,,,,,,,,,,,,,,,,,
89,88102,1,6,Risk,1,5,1.420680672,1,1,3,1,2,1,1.0,1,2.0,2,1.0,1,4&5,1,3,1,4.0,17.0,17.0,16.0,5.0,5.0,4.0,,,,,,,,,,,,,,,,,,
90,88102,1,3,Risk,1,5,1.942194905,2,2,3,1,2,2,0.0,0,1.0,1,0.0,0,4&5,2,3,2,4.0,17.0,17.0,16.0,5.0,5.0,4.0,,,,,,,,,,,,,,,,,,
91,88102,1,2,Risk,1,5,1.663846345,1,3,4,1,2,1,0.0,0,0.0,0,0.0,0,4&5,3,4,1,4.0,17.0,17.0,16.0,5.0,5.0,4.0,,,,,,,,,,,,,,,,,,
92,88102,1,4,Risk,1,5,1.478681209,1,3,5,1,5,1,0.0,0,1.0,1,0.0,0,4&5,3,5,1,4.0,17.0,17.0,16.0,5.0,5.0,4.0,,,,,,,,,,,,,,,,,,
93,88102,1,5,Risk,1,5,1.736103854,1,3,6,1,6,1,0.0,0,0.0,0,0.0,0,4&5,3,6,1,4.0,17.0,17.0,16.0,5.0,5.0,4.0,,,,,,,,,,,,,,,,,,
94,88102,1,7,Risk,1,5,1.402633958,1,3,7,1,7,1,0.0,0,0.0,0,0.0,0,4&5,3,7,1,4.0,17.0,17.0,16.0,5.0,5.0,4.0,,,,,,,,,,,,,,,,,,
95,88102,2,6,Risk,1,5,3.085550949,1,1,4,2,2,1,0.5,1,2.0,2,1.0,1,4&5,1,4,1,4.0,17.0,17.0,16.0,5.0,5.0,4.0,,,,,,,,,,,,,,,,,,
96,88102,2,3,Risk,1,5,1.672328962,2,2,4,2,2,2,0.5,1,1.0,1,0.0,0,4&5,2,4,2,4.0,17.0,17.0,16.0,5.0,5.0,4.0,,,,,,,,,,,,,,,,,,
97,88102,2,4,Risk,1,5,1.499405983,1,4,5,2,5,1,0.0,0,1.0,1,0.0,0,4&5,4,5,1,4.0,17.0,17.0,16.0,5.0,5.0,4.0,,,,,,,,,,,,,,,,,,
98,88102,2,5,Risk,1,5,1.354475012,1,4,6,2,6,1,0.0,0,0.0,0,0.0,0,4&5,4,6,1,4.0,17.0,17.0,16.0,5.0,5.0,4.0,,,,,,,,,,,,,,,,,,
99,88102,2,7,Risk,1,5,1.434943342,1,4,7,2,7,1,0.0,0,0.0,0,0.0,0,4&5,4,7,1,4.0,17.0,17.0,16.0,5.0,5.0,4.0,,,,,,,,,,,,,,,,,,
100,88102,4,6,Risk,1,5,1.594638408,2,1,5,5,2,2,1.0,1,2.0,2,0.0,0,4&5,1,5,2,4.0,17.0,17.0,16.0,5.0,5.0,4.0,,,,,,,,,,,,,,,,,,
101,88102,4,5,Risk,1,5,1.68146286,1,5,6,5,6,1,0.0,0,0.0,0,0.0,0,4&5,5,6,1,4.0,17.0,17.0,16.0,5.0,5.0,4.0,,,,,,,,,,,,,,,,,,
102,88102,4,7,Risk,1,5,1.457734782,1,5,7,5,7,1,0.0,0,0.0,0,0.0,0,4&5,5,7,1,4.0,17.0,17.0,16.0,5.0,5.0,4.0,,,,,,,,,,,,,,,,,,
103,88102,5,6,Risk,1,5,1.427167848,1,1,6,6,2,1,0.0,0,0.0,0,1.0,1,4&5,1,6,1,4.0,17.0,17.0,16.0,5.0,5.0,4.0,,,,,,,,,,,,,,,,,,
104,88102,5,7,Risk,1,5,1.668099904,1,6,7,6,7,1,0.0,0,0.0,0,0.0,0,4&5,6,7,1,4.0,17.0,17.0,16.0,5.0,5.0,4.0,,,,,,,,,,,,,,,,,,
105,88102,1,3,Social,1,5,1.635808185,1,1,2,1,2,1,0.0,0,0.0,0,0.0,0,4&5,1,2,1,,,,,,,,1.0,2.0,1.0,20.0,21.0,20.0,21.0,19.0,3.0,3.0,15.0,9.0,15.0,13.0,7.0,13.0,1.0,0.0967741935484
106,88102,1,2,Social,1,5,1.538184309,1,1,3,1,3,1,0.0,0,0.0,0,0.0,0,4&5,1,3,1,,,,,,,,1.0,2.0,1.0,20.0,21.0,20.0,21.0,19.0,3.0,3.0,15.0,9.0,15.0,13.0,7.0,13.0,1.0,0.0967741935484
107,88102,1,4,Social,1,5,2.243296158,1,1,4,1,4,1,0.0,0,0.0,0,0.0,0,4&5,1,4,1,,,,,,,,1.0,2.0,1.0,20.0,21.0,20.0,21.0,19.0,3.0,3.0,15.0,9.0,15.0,13.0,7.0,13.0,1.0,0.0967741935484
108,88102,1,5,Social,1,5,1.600635555,1,1,5,1,5,1,0.0,0,0.0,0,0.0,0,4&5,1,5,1,,,,,,,,1.0,2.0,1.0,20.0,21.0,20.0,21.0,19.0,3.0,3.0,15.0,9.0,15.0,13.0,7.0,13.0,1.0,0.0967741935484
109,88102,1,6,Social,1,5,1.628693659,1,1,6,1,6,1,0.0,0,0.0,0,0.0,0,4&5,1,6,1,,,,,,,,1.0,2.0,1.0,20.0,21.0,20.0,21.0,19.0,3.0,3.0,15.0,9.0,15.0,13.0,7.0,13.0,1.0,0.0967741935484
110,88102,1,6,Social,1,5,1.48272679,1,1,7,1,6,1,0.0,0,0.0,0,0.0,0,4&5,1,7,1,,,,,,,,1.0,2.0,1.0,20.0,21.0,20.0,21.0,19.0,3.0,3.0,15.0,9.0,15.0,13.0,7.0,13.0,1.0,0.0967741935484
111,88102,3,4,Social,1,5,1.478671522,1,2,4,2,4,1,0.0,0,0.0,0,0.0,0,4&5,2,4,1,,,,,,,,1.0,2.0,1.0,20.0,21.0,20.0,21.0,19.0,3.0,3.0,15.0,9.0,15.0,13.0,7.0,13.0,1.0,0.0967741935484
112,88102,3,5,Social,1,5,2.249840883,1,2,5,2,5,1,0.0,0,0.0,0,0.0,0,4&5,2,5,1,,,,,,,,1.0,2.0,1.0,20.0,21.0,20.0,21.0,19.0,3.0,3.0,15.0,9.0,15.0,13.0,7.0,13.0,1.0,0.0967741935484
113,88102,3,6,Social,1,5,1.476939329,1,2,6,2,6,1,0.0,0,0.0,0,0.0,0,4&5,2,6,1,,,,,,,,1.0,2.0,1.0,20.0,21.0,20.0,21.0,19.0,3.0,3.0,15.0,9.0,15.0,13.0,7.0,13.0,1.0,0.0967741935484
114,88102,3,6,Social,1,5,5.082043828,1,2,7,2,6,1,0.0,0,0.0,0,0.0,0,4&5,2,7,1,,,,,,,,1.0,2.0,1.0,20.0,21.0,20.0,21.0,19.0,3.0,3.0,15.0,9.0,15.0,13.0,7.0,13.0,1.0,0.0967741935484
115,88102,2,3,Social,1,5,1.604966037,1,2,3,3,2,1,0.0,0,0.0,0,1.0,1,4&5,2,3,1,,,,,,,,1.0,2.0,1.0,20.0,21.0,20.0,21.0,19.0,3.0,3.0,15.0,9.0,15.0,13.0,7.0,13.0,1.0,0.0967741935484
116,88102,2,4,Social,1,5,1.664767142,1,3,4,3,4,1,0.0,0,0.0,0,0.0,0,4&5,3,4,1,,,,,,,,1.0,2.0,1.0,20.0,21.0,20.0,21.0,19.0,3.0,3.0,15.0,9.0,15.0,13.0,7.0,13.0,1.0,0.0967741935484
117,88102,2,5,Social,1,5,2.478738759,1,3,5,3,5,1,0.0,0,0.0,0,0.0,0,4&5,3,5,1,,,,,,,,1.0,2.0,1.0,20.0,21.0,20.0,21.0,19.0,3.0,3.0,15.0,9.0,15.0,13.0,7.0,13.0,1.0,0.0967741935484
118,88102,2,6,Social,1,5,3.235785621,1,3,6,3,6,1,0.0,0,0.0,0,0.0,0,4&5,3,6,1,,,,,,,,1.0,2.0,1.0,20.0,21.0,20.0,21.0,19.0,3.0,3.0,15.0,9.0,15.0,13.0,7.0,13.0,1.0,0.0967741935484
